UF,Ano,PIB_mil_reais,Populacao,Area_km2,Densidade_hab_km2,PIB_per_capita
Rondônia,2009,19725010,1503928.0,237590.9,6.58,13115.661122074993
Rondônia,2011,27574714,1576455.0,237590.9,6.58,17491.59601764719
Rondônia,2012,30112720,1590011.0,237590.9,6.58,18938.686587702854
Rondônia,2013,31121413,1728214.0,237590.9,6.58,18007.84682915426
Rondônia,2014,34030982,1748531.0,237590.9,6.58,19462.612901915953
Rondônia,2015,36563333,1768204.0,237590.9,6.58,20678.232262793208
Rondônia,2016,39460359,1787279.0,237590.9,6.58,22078.455014578027
Rondônia,2017,43516147,1805788.0,237590.9,6.58,24098.148287617372
Rondônia,2018,44913978,1757589.0,237590.9,6.58,25554.31218561336
Rondônia,2019,47091336,1777225.0,237590.9,6.58,26497.11544683425
Rondônia,2020,51598741,1796460.0,237590.9,6.58,28722.454716498003
Rondônia,2021,58170096,1815278.0,237590.9,6.58,32044.731440583757
Roraima,2002,2392033,346871.0,224301.0,2.01,6896.030512784291
Roraima,2003,2594081,357302.0,224301.0,2.01,7260.191658596929
Roraima,2004,2822757,381896.0,224301.0,2.01,7391.428556465635
Roraima,2005,3193430,391317.0,224301.0,2.01,8160.723914371213
Roraima,2006,3802452,403344.0,224301.0,2.01,9427.31762465786
Roraima,2008,4841862,412783.0,224301.0,2.01,11729.799919085815
Roraima,2009,5671975,421499.0,224301.0,2.01,13456.674867556032
Roraima,2011,7303719,460165.0,224301.0,2.01,15871.956798105028
Roraima,2012,7711467,469524.0,224301.0,2.01,16424.010274235185
Roraima,2013,9010725,488072.0,224301.0,2.01,18461.876526414137
Roraima,2014,9744122,496936.0,224301.0,2.01,19608.40430155996
Roraima,2015,10242905,505665.0,224301.0,2.01,20256.306052426015
Roraima,2016,11013237,514229.0,224301.0,2.01,21416.98931798868
Roraima,2017,12104709,522636.0,224301.0,2.01,23160.87869951553
Roraima,2018,13369988,576568.0,224301.0,2.01,23188.917872653357
Roraima,2019,14292227,605761.0,224301.0,2.01,23593.838163896322
Roraima,2020,16024276,631181.0,224301.0,2.01,25387.766742028038
Roraima,2021,18202579,652713.0,224301.0,2.01,27887.569268575928
Santa Catarina,2002,54481893,5527707.0,95703.5,65.29,9856.147042525952
Santa Catarina,2003,64098475,5607233.0,95703.5,65.29,11431.391383236616
Santa Catarina,2004,73618966,5774178.0,95703.5,65.29,12749.687661170126
Santa Catarina,2005,81549244,5866568.0,95703.5,65.29,13900.673102229446
Santa Catarina,2006,91063449,5958266.0,95703.5,65.29,15283.548770732961
Santa Catarina,2008,121477258,6052587.0,95703.5,65.29,20070.303491713545
Santa Catarina,2009,129098535,6118743.0,95703.5,65.29,21098.865404217828
Santa Catarina,2011,174068322,6317054.0,95703.5,65.29,27555.300619560952
Santa Catarina,2012,191794652,6362734.0,95703.5,65.29,30143.43393893254
Santa Catarina,2013,214512242,6634254.0,95703.5,65.29,32334.0411747877
Santa Catarina,2014,242553371,6727148.0,95703.5,65.29,36055.8993201874
Santa Catarina,2015,249079642,6819190.0,95703.5,65.29,36526.27980742581
Santa Catarina,2016,256754669,6910553.0,95703.5,65.29,37153.99751655186
Santa Catarina,2017,277270237,7001161.0,95703.5,65.29,39603.4653395344
Santa Catarina,2018,298227090,7075494.0,95703.5,65.29,42149.29586541943
Santa Catarina,2019,323263857,7164788.0,95703.5,65.29,45118.412017215305
Santa Catarina,2020,349275016,7252502.0,95703.5,65.29,48159.244354568946
Santa Catarina,2021,428570889,7338473.0,95703.5,65.29,58400.55403896696
Sergipe,2002,10332494,1846039.0,21918.4,94.35,5597.115770576895
Sergipe,2003,11749574,1874613.0,21918.4,94.35,6267.7331267840345
Sergipe,2004,13336258,1934596.0,21918.4,94.35,6893.562273466915
Sergipe,2005,14430118,1967791.0,21918.4,94.35,7333.155807705189
Sergipe,2006,16419798,2000738.0,21918.4,94.35,8206.870664724716
Sergipe,2008,21418378,1999374.0,21918.4,94.35,10712.54202565403
Sergipe,2009,21707243,2019679.0,21918.4,94.35,10747.867854248125
Sergipe,2011,29108272,2089819.0,21918.4,94.35,13928.60912835035
Sergipe,2012,32853181,2110867.0,21918.4,94.35,15563.832775821498
Sergipe,2013,35335986,2195662.0,21918.4,94.35,16093.54536353956
Sergipe,2014,37472432,2219574.0,21918.4,94.35,16882.71352971336
Sergipe,2015,38556530,2242937.0,21918.4,94.35,17190.197495515924
Sergipe,2016,38877438,2265779.0,21918.4,94.35,17158.5304656809
Sergipe,2017,40711486,2288116.0,21918.4,94.35,17792.579572014707
Sergipe,2018,42017981,2278308.0,21918.4,94.35,18442.625404466824
Sergipe,2019,44689483,2298696.0,21918.4,94.35,19441.232333462103
Sergipe,2020,45409657,2318822.0,21918.4,94.35,19583.07149061032
Sergipe,2021,51861397,2338474.0,21918.4,94.35,22177.45290304703
São Paulo,2002,518878815,38177742.0,248197.0,166.25,13591.13420065545
São Paulo,2003,591454032,38709320.0,248197.0,166.25,15279.370239518545
São Paulo,2004,652955558,39825226.0,248197.0,166.25,16395.526744782313
São Paulo,2005,743042944,40442795.0,248197.0,166.25,18372.690215896306
São Paulo,2006,824529299,41055734.0,248197.0,166.25,20083.17033133545
São Paulo,2008,1042510168,41011638.0,248197.0,166.25,25419.86174753615
São Paulo,2009,1127093826,41384039.0,248197.0,166.25,27234.988493994024
São Paulo,2011,1436672709,41587182.0,248197.0,166.25,34546.04615912663
São Paulo,2012,1559033444,41901219.0,248197.0,166.25,37207.35294121157
São Paulo,2013,1715238417,43663669.0,248197.0,166.25,39282.96582222625
São Paulo,2014,1858196055,44035304.0,248197.0,166.25,42197.87048591739
São Paulo,2015,1939901907,44396484.0,248197.0,166.25,43694.94455912319
São Paulo,2016,2038757382,44749699.0,248197.0,166.25,45559.13062119144
São Paulo,2017,2120761635,45094866.0,248197.0,166.25,47028.89315604131
São Paulo,2018,2210561949,45538936.0,248197.0,166.25,48542.23974402915
São Paulo,2019,2348338000,45919049.0,248197.0,166.25,51140.823931262166
São Paulo,2020,2377638980,46289333.0,248197.0,166.25,51364.727592856005
São Paulo,2021,2719751231,46649132.0,248197.0,166.25,58302.29019052273
Tocantins,2002,5322563,1207014.0,277621.9,4.98,4409.694502300719
Tocantins,2003,6612339,1230181.0,277621.9,4.98,5375.094396678212
Tocantins,2004,7251580,1262644.0,277621.9,4.98,5743.170679938288
Tocantins,2005,7707340,1305728.0,277621.9,4.98,5902.714807371826
Tocantins,2006,8655613,1332441.0,277621.9,4.98,6496.057236305397
Tocantins,2008,12116393,1280513.0,277621.9,4.98,9462.139783040078
Tocantins,2009,13689804,1292051.0,277621.9,4.98,10595.405289729275
Tocantins,2011,18345688,1400892.0,277621.9,4.98,13095.719013314374
Tocantins,2012,20684430,1417694.0,277621.9,4.98,14590.193652508933
Tocantins,2013,23796656,1478164.0,277621.9,4.98,16098.792826777002
Tocantins,2014,26189323,1496880.0,277621.9,4.98,17495.94022232911
Tocantins,2015,28930291,1515126.0,277621.9,4.98,19094.313608241162
Tocantins,2016,31584816,1532902.0,277621.9,4.98,20604.58920400652
Tocantins,2017,34108132,1550194.0,277621.9,4.98,22002.49259124987
Tocantins,2018,35666183,1555229.0,277621.9,4.98,22933.07480763283
Tocantins,2019,39355941,1572866.0,277621.9,4.98,25021.801602933752
Tocantins,2020,43649803,1590248.0,277621.9,4.98,27448.42502553061
Tocantins,2021,51780764,1607363.0,277621.9,4.98,32214.72934240741
